,IND_diagonal_aec_alpha,IND_diagonal_aec_beta,IND_diagonal_aec_delta,IND_diagonal_aec_gamma1,IND_diagonal_aec_gamma2,IND_diagonal_aec_theta,IND_diagonal_dwpli_alpha,IND_diagonal_dwpli_beta,IND_diagonal_dwpli_delta,IND_diagonal_dwpli_gamma1,IND_diagonal_dwpli_gamma2,IND_diagonal_dwpli_theta,STD_diagonal_aec_alpha,STD_diagonal_aec_beta,STD_diagonal_aec_delta,STD_diagonal_aec_gamma1,STD_diagonal_aec_gamma2,STD_diagonal_aec_theta,STD_diagonal_dwpli_alpha,STD_diagonal_dwpli_beta,STD_diagonal_dwpli_delta,STD_diagonal_dwpli_gamma1,STD_diagonal_dwpli_gamma2,STD_diagonal_dwpli_theta
31,-0.045735466,-0.040334453,-0.084236955,-0.047666198,-0.051491354,-0.047666104,-0.084640201,-0.047631727,-0.047666782,-0.044917089,-0.037206238,-0.04444327,0.099950206,-0.189650162,7.98E-06,-0.204714295,-0.04836231,0.048002743,-0.055422475,-0.047635951,-0.04766506,-0.046643044,-0.036750414,-0.045926657
32,-0.058120521,-0.104668657,0.024141159,-0.047290647,-0.045304767,-0.047290588,-0.066562069,-0.047317667,-0.047293152,-0.045196217,-0.025170595,-0.043887123,0.069982018,-0.221197259,0.03750838,-0.148493954,-0.043461869,0.121137201,-0.058409565,-0.047273205,-0.047291713,-0.048252546,-0.027107598,-0.045323498
33,-0.014432053,0.002562598,0.061498565,-0.03793223,-0.039763826,-0.037932153,-0.072958225,-0.037945987,-0.037937477,-0.035496823,-0.024422714,-0.035041814,0.052449135,-0.146644675,0.039619977,-0.104973903,-0.040385062,0.08870315,-0.049561654,-0.03792315,-0.037934998,-0.037075896,-0.023187203,-0.035515924
34,0.042647358,-0.071632247,-0.061306602,-0.020114682,-0.020474921,-0.020114667,-0.039324064,-0.020128656,-0.020120357,-0.019304682,-0.005494638,-0.019324074,0.110651637,-0.254344996,-0.066438992,-0.093854954,-0.011819565,0.009252351,-0.033743373,-0.02009961,-0.020120128,-0.020382977,-0.001825542,-0.019671828
35,0.037626208,-0.03043367,0.058775349,-0.058721157,-0.057716098,-0.058721085,-0.099692336,-0.058711862,-0.058719259,-0.057309745,-0.042738893,-0.055321988,0.108490207,-0.164196572,0.007890045,-0.080850529,-0.058901289,0.121259696,-0.066877802,-0.058710413,-0.058719554,-0.059158696,-0.040928827,-0.057017711
36,0.004881941,-0.064231023,0.01943336,-0.060932829,-0.055085645,-0.060932782,-0.094768948,-0.060972038,-0.060936986,-0.062644464,-0.052170728,-0.059382871,0.083646542,-0.219641181,-0.011943846,-0.070846296,-0.054303462,0.066629676,-0.073073092,-0.060947752,-0.060935352,-0.063733095,-0.051280334,-0.060601847
37,0.154681375,0.012611606,0.009506464,-0.014075713,-0.014858819,-0.01407566,-0.031541874,-0.014027776,-0.014079692,-0.012344616,0.010019573,-0.010993054,0.173709324,-0.083125265,-0.08490641,-0.02176663,-0.012803362,0.070885927,-0.020377432,-0.014008883,-0.014079818,-0.014184748,0.011808032,-0.010298691
38,0.048684112,-0.062583219,-0.059560513,-0.040784128,-0.039305539,-0.040784061,-0.124963841,-0.040754168,-0.040791238,-0.039239282,-0.032930356,-0.048376383,0.102560091,-0.143366422,-0.030303415,-0.07758543,-0.040790906,0.10842755,-0.061608837,-0.040753352,-0.040787588,-0.04049598,-0.033375973,-0.048228717
39,-0.011629722,-0.064584462,-0.084693231,-0.059216921,-0.058959328,-0.059216871,-0.086913215,-0.059388827,-0.05921707,-0.058356039,-0.048438082,-0.05783487,0.03725438,-0.190181089,-0.006999876,-0.153533009,-0.058777167,0.006369986,-0.074888059,-0.059287669,-0.059216109,-0.060140461,-0.04977963,-0.059653443
40,0.12931312,-0.018255167,0.083959243,-0.039197992,-0.036790136,-0.039197941,-0.040719655,-0.039186232,-0.03919913,-0.037837719,-0.018159923,-0.033027997,0.22309959,-0.11043196,0.00620421,-0.127021554,-0.036858348,0.078896761,-0.040807695,-0.03916477,-0.039197793,-0.039409939,-0.019090641,-0.033710661
41,0.175518377,0.062305279,0.023460612,-0.023763177,-0.023816097,-0.023763121,-0.074531487,-0.023844593,-0.023760493,-0.019381647,-0.007960488,-0.023443882,0.177852088,-0.051513588,0.014797179,-0.052985576,-0.021800489,0.168834724,-0.040852096,-0.023796269,-0.023760743,-0.020882962,-0.008024513,-0.02239461
42,0.146369136,-0.087741936,0.113377156,-0.025282908,-0.02385774,-0.025282888,-0.017479794,-0.025203464,-0.025289568,-0.023515211,-0.004870312,-0.026586967,0.18161139,-0.114330928,0.035628556,-0.159421393,-0.030133063,0.086489652,-0.028266587,-0.02520392,-0.025285075,-0.024196056,-0.004593478,-0.027865052
43,0.158174621,0.132721629,0.013729792,-0.019233908,-0.020633658,-0.019233804,-0.01446971,-0.019210955,-0.019238742,-0.017911783,0.010700135,-0.026611183,0.172542948,-0.049868069,0.045925812,-0.093791185,-0.02521853,-0.015031866,-0.019353303,-0.019183956,-0.01923547,-0.019227761,0.014946581,-0.027877512
44,0.151209875,0.02111413,-0.022641107,-0.048819293,-0.047784082,-0.04881924,-0.050335318,-0.048799606,-0.048818538,-0.047738166,-0.02999869,-0.04815663,0.222762589,-0.09746193,0.000386495,-0.19420019,-0.049478439,-0.02145698,-0.05126111,-0.048762202,-0.048818619,-0.050300168,-0.0291242,-0.050077916
45,0.023073792,-0.019468458,0.136026118,-0.019863338,-0.015595241,-0.019863286,-0.059436815,-0.019796981,-0.019874433,-0.017417789,-0.003611364,-0.021395995,0.207347559,-0.170768897,0.054111136,-0.087415158,-0.016879668,0.029276934,-0.027194817,-0.019806575,-0.019869512,-0.019200869,-0.001907437,-0.022136975
